hip,hd,proper,bf,bayer,flam,con,ra_deg,dec,mag,ci,spect,dist
59746,106574,"","","","",Dra,183.78549,70.200008,5.72,1.179,K2III,142.8571
59747,106490,Imai,Del Cru,Del,"",Cru,183.786405,-58.748928,2.79,-0.193,B2IV,105.8201
59750,106516,"","","","",Vir,183.793995,-10.3124,6.11,0.47,F5V,22.3514
59767,107192,"","","","",UMi,183.836055,87.700115,6.27,0.346,F2V,46.9484
59774,106591,Megrez,69Del UMa,Del,69,UMa,183.85629,57.032617,3.32,0.077,A3Vvar,24.6853
59785,106572,"","","","",Cen,183.877155,-41.913278,6.24,1.002,K0III,123.1527
59796,106677,"","","","",Dra,183.922935,72.551196,6.29,1.145,K0III +K0III,147.4926
59803,106625,Gienah,4Gam Crv,Gam,4,Crv,183.95155499999998,-17.541929,2.58,-0.107,B8III,47.1032
59819,106661,"",6    Com,"",6,Com,184.000785,14.899071,5.09,0.068,A3V,60.9013
59831,106690,"",2    CVn,"",2,CVn,184.031445,40.66018,5.69,1.586,M1III,236.4066
59847,106714,"",7    Com,"",7,Com,184.08558000000002,23.945409,4.93,0.957,K0III,76.4526
59851,106676,"","","","",Mus,184.09939500000002,-72.614499,6.21,-0.006,A0V,116.5501
59856,106760,"","","","",Com,184.12560000000002,33.061527,4.99,1.14,K1III,96.9932
59879,107113,"","","","",UMi,184.20613500000002,86.435819,6.33,0.437,F4V,39.5257
59895,106819,"","","","",Crv,184.26388500000002,-16.693736,6.05,0.113,A2V,134.9528
59898,106797,"","","","",Mus,184.276425,-65.692958,6.06,0.021,A0V,95.9693
59920,106884,"","","","",UMa,184.373265,53.191331,5.8,1.33,K6III,105.7082
59923,106887,"","","","",Com,184.37740499999998,28.937189,5.71,0.16,A4m,54.9451
59929,106849,"",Eps Mus,Eps,"",Mus,184.393755,-67.960736,4.06,1.603,M5III,92.4214
59941,106926,"","","","",Com,184.43442000000002,15.1447,6.36,1.384,K4III,175.4386
59950,106922,"","","","",Cen,184.44696,-36.093979,6.15,0.008,A0V,150.1502
60000,106911,"",Bet Cha,Bet,"",Cha,184.58718,-79.31224,4.24,-0.123,B5Vn,91.4913
60009,106983,"",Zet Cru,Zet,"",Cru,184.60947,-64.003071,4.06,-0.168,B2.5V,109.6491
60018,107054,"","","","",Com,184.63171499999999,30.249047,6.23,0.31,A9.5III,59.3824
60030,107070,"",13    Vir,"",13,Vir,184.66798500000002,-0.787184,5.9,0.168,A5Vn,114.5475
60044,107193,"","","","",Dra,184.708515,75.160561,5.47,0.054,A1V,97.8474
60059,107079,"","","","",Cen,184.74912,-55.143002,5.01,1.6,M1III,151.5152
60066,107131,"","","","",Com,184.758435,26.008349,6.44,0.18,Am,85.6898
60087,107168,"",8    Com,"",8,Com,184.82997,23.034673,6.26,0.177,A8m,85.6898
60098,107213,"",9    Com,"",9,Com,184.873095,28.156916,6.38,0.523,F8Vs,54.4662
60122,107274,"",3    CVn,"",3,CVn,184.952985,48.984148,5.28,1.623,M0III,180.8318
60129,107259,Zaniah,15Eta Vir,Eta,15,Vir,184.97649,-0.666803,3.89,0.026,A2IV,81.367
60157,107295,"","","","",Crv,185.04489,-22.1757,5.94,0.824,K0III+...,118.3432
60168,107326,"","","","",Com,185.074005,26.001875,6.16,0.306,F0IV,64.4745
60170,107325,"","","","",Com,185.08200000000002,26.619482,5.52,1.091,K2III-IV,49.3583
60172,107328,"",16    Vir,"",16,Vir,185.08741500000002,3.312574,4.97,1.172,K1III,94.4287
60183,107301,"","","","",Mus,185.11774499999999,-65.842656,6.2,-0.041,B9V,93.8967
60189,107348,"",5Zet Crv,Zet,5,Crv,185.1402,-22.215901,5.2,-0.09,B8V,127.3885
60197,107398,"","","","",Com,185.172405,27.054545,6.32,0.394,F3V + F3V,91.8274
60202,107383,"",11    Com,"",11,Com,185.17929,17.792868,4.72,1.01,G8III,88.8889
60210,107415,"","","","",Com,185.20299,15.540988,6.47,1.025,K0,120.6273
60212,107465,"",70    UMa,"",70,UMa,185.21191499999998,57.864118,5.54,1.452,K5III,194.9318
60221,107418,"","","","",Crv,185.232135,-13.565724,5.14,1.048,K0III,61.6903
60260,107446,Ginan,Eps Cru,Eps,"",Cru,185.340465,-60.401147,3.59,1.389,K3/K4III,70.4722
60305,107610,"","","","",CVn,185.484435,47.182202,6.33,1.115,K2III,97.561
60308,107543,"","","","",Cru,185.489295,-56.374385,5.91,1.533,K4III + (F),694.4444
60320,107566,"",Zet2Mus,Zet-2,"",Mus,185.53069499999998,-67.522105,5.15,0.195,Am,101.1122
60327,107655,"","","","",Com,185.545125,24.773866,6.21,-0.012,A0V,103.4126
60329,107567,"",Zet1Mus,Zet-1,"",Mus,185.55013499999998,-68.307316,5.73,1.038,K0III,100.2004
60351,107700,"",12    Com,"",12,Com,185.626305,25.84616,4.78,0.515,F8:p...,90.3342
60353,107705,"",17    Vir,"",17,Vir,185.63349,5.305444,6.46,0.567,F8V,29.9222
60379,107696,"","","","",Cru,185.706045,-57.676132,5.38,-0.098,B9V,110.8647
60417,107773,"","","","",Mus,185.810835,-67.631546,6.36,0.887,K0IV-V,49.8008
60418,107794,"","","","",Vir,185.81403,-4.974503,6.47,1.189,K0,121.6545
60421,107814,"","","","",Crv,185.82861,-11.812117,6.48,1.64,M3III,283.2861
60425,107815,"",6    Crv,"",6,Crv,185.83995,-24.840669,5.66,1.153,K1III,101.5228
60449,107832,"","","","",Cen,185.89761000000001,-35.412677,5.32,-0.066,B8/B9V,136.2398
60454,107833,"","","","",Cen,185.903115,-39.30236,6.39,0.285,F2V,114.0251
60463,107860,"","","","",Cen,185.936475,-38.911381,5.79,-0.064,B8/B9V,102.7749
60467,107904,"",4    CVn,"",4,CVn,185.945955,42.542743,6.03,0.366,F3IV,95.1475
60468,107869,"","","","",Hya,185.949285,-30.335415,6.39,1.572,K5III,229.3578
60485,107950,"",5    CVn,"",5,CVn,186.00620999999998,51.562257,4.76,0.877,G7III,118.4834
60514,107966,"",13    Com,"",13,Com,186.07719,26.098606,5.17,0.082,A3V,81.103
60525,108007,"","","","",Com,186.11169,25.582404,6.41,0.276,F0V,90.2527
60549,107998,"","","","",Cen,186.186375,-41.384289,6.24,1.169,K2/K3III,190.1141
60584,108135,"",71    UMa,"",71,UMa,186.2634,56.777828,5.82,1.622,M3III,263.1579
60589,108150,"","","","",Dra,186.276555,63.802781,6.31,0.919,G8III,176.6784
60591,108063,"","","","",Cen,186.285615,-42.514312,6.1,0.652,G4IV,53.9665
60595,108107,"","","","",Vir,186.299025,-11.61059,5.95,0.043,A1V,70.5219
60599,108123,"","","","",Com,186.312945,23.926202,6.03,1.094,K0III,145.9854
60601,108054,"","","","",Mus,186.323265,-65.769853,6.29,0.965,G8/K0IV,48.4731
60603,108110,"","","","",Hya,186.32671499999998,-27.749002,6.09,1.272,K3III,172.117
60610,108114,"","","","",Cen,186.34059,-35.186417,5.71,-0.066,B9IV/V,134.5895
60638,107739,"","","","",Oct,186.409485,-86.150613,6.32,1.065,K0III,224.2152
60646,108225,"",6    CVn,"",6,CVn,186.4623,39.018616,5.01,0.955,G8III-IV,80.1925
60697,108283,"",14    Com,"",14,Com,186.60027,27.268237,4.92,0.277,F0p,84.6024
60699,108399,"","","","",Dra,186.60160499999998,71.929827,6.33,1.028,G8III:,123.3046
60710,108257,"","","","",Cen,186.63236999999998,-51.450635,4.82,-0.141,B3Vn,137.3626
60718,108248,Acrux,Alp1Cru,Alp-1,"",Cru,186.649665,-63.099092,0.77,-0.243,B0.5IV,98.7167
60729,108309,"","","","",Cen,186.70139999999998,-48.913191,6.25,0.674,G5IV-V,26.6099
60735,108323,"","","","",Hya,186.71538,-32.830121,5.56,0.007,B9V,155.521
60742,108381,"",15Gam Com,Gam,15,Com,186.73449,28.268423,4.35,1.128,K2IIICN+...,51.2821
60746,108382,"",16    Com,"",16,Com,186.747075,26.825699,4.98,0.088,A4V,85.1789
60771,108355,"","","","",Cru,186.853485,-63.788986,6.02,0.052,B8IV,203.252
60780,108395,"","","","",Cru,186.87015,-58.316445,6.35,1.612,K4III,264.5503
60781,108396,"","","","",Cru,186.870285,-58.991756,5.38,1.543,M4/M5III,135.8696
60795,108502,"",73    UMa,"",73,UMa,186.89631,55.712724,5.68,1.582,M2III,127.8772
60804,108471,"","","","",Vir,186.925335,8.610344,6.36,0.935,G8III,156.4945
60809,108477,"","","","",Crv,186.956025,-16.631844,6.3,0.868,G5II,254.4529
60813,108506,"","","","",Vir,186.964785,-4.615277,6.23,0.43,F2III,73.9098
60823,108483,"",Sig Cen,Sig,"",Cen,187.009965,-50.230635,3.91,-0.192,B3V,126.2626
60851,108501,"","","","",Cru,187.080375,-64.340989,6.05,0.022,A0Vn,97.9432
60855,108541,"","","","",Cen,187.09362000000002,-39.041172,5.45,-0.073,B8/B9V,133.8688
60861,108530,"","","","",Cru,187.107075,-61.794842,6.21,1.253,K2III,162.8664
60870,108570,"","","","",Cru,187.140435,-56.407816,6.15,0.92,K0/K1III,42.3729
60904,108662,"",17    Com,"",17,Com,187.227945,25.912852,5.29,-0.056,A0p,72.8863
60941,108722,"",18    Com,"",18,Com,187.362675,24.108925,5.47,0.445,F5III,61.6143
60957,108765,"",20    Com,"",20,Com,187.43016,20.896109,5.68,0.093,A3V,84.0336
60965,108767,Algorab,7Del Crv,Del,7,Crv,187.466085,-16.515432,2.94,-0.012,B9.5V,26.6312
60969,108732,"","","","",Cru,187.47582,-56.52494,5.78,1.572,M1III,156.0062
60978,108844,"",74    UMa,"",74,UMa,187.489005,58.405742,5.37,0.205,A5e...,83.7521
60979,108759,"","","","",Cen,187.491195,-41.735901,6.0,1.515,M2II/III,226.2443
60988,108845,"",7    CVn,"",7,CVn,187.512225,51.535631,6.21,0.536,F7V,44.7628
60992,108861,"",75    UMa,"",75,UMa,187.51766999999998,58.767773,6.07,0.988,G8III-IV,119.7605
60994,108799,"","","","",Crv,187.519905,-13.393184,6.37,0.591,G1/G2V,24.6488
60998,108907,"",4    Dra,"",4,Dra,187.52802,69.201123,5.01,1.621,M3IIIa,190.4762
61015,108821,"","","","",Crv,187.57269000000002,-23.696419,5.63,1.67,M0III,301.2048
61053,108954,"","","","",UMa,187.708875,53.076608,6.2,0.568,F9V,21.777
61071,108945,"",21    Com,"",21,Com,187.75234500000002,24.567168,5.47,0.056,A2pvar,82.713
61084,108903,Gacrux,Gam Cru,Gam,"",Cru,187.791435,-57.113212,1.59,1.6,M4III,27.1518
61103,108985,"","","","",Vir,187.83924,7.604309,6.05,1.523,K5,246.3054
61134,109014,"","","","",Vir,187.911345,-5.052592,6.19,1.041,G9III:,124.0695
61136,108968,"","","","",Cru,187.91806499999998,-59.423922,5.49,0.622,F5III,429.1845
61158,109000,"","","","",Cru,187.9839,-63.505838,5.96,0.263,A8III,75.1315
61172,109074,"","","","",Hya,188.01829500000002,-32.533761,6.46,0.172,A3V,186.2197
61174,109085,"",8Eta Crv,Eta,8,Crv,188.01764999999997,-16.196007,4.3,0.388,F2V,18.2815
61181,108970,"","","","",Mus,188.041335,-73.001056,5.88,1.078,K1III,106.6098
61199,109026,"",Gam Mus,Gam,"",Mus,188.11701,-72.132988,3.84,-0.157,B5V,99.6016
61208,109132,"","","","",Crv,188.13672,-21.212116,6.41,1.11,K0III,115.2074
61212,109141,"","","","",Crv,188.15001,-13.859105,5.74,0.376,F3IV/V,38.1679
61246,109217,"",20    Vir,"",20,Vir,188.262,10.295671,6.29,0.953,G8III,144.9275
61270,109238,"","","","",Crv,188.342715,-19.792549,6.26,0.304,F0IV/V,130.8901
61281,109387,"",5Kap Dra,Kap,5,Dra,188.37087000000002,69.788238,3.85,-0.116,B6IIIp,150.3759
61295,109307,"",22    Com,"",22,Com,188.39259,24.282984,6.28,0.114,A4V,89.0472
61296,109272,"","","","",Crv,188.39274,-12.830203,5.58,0.861,G8III/IV,49.3583
61309,109317,"","","","",CVn,188.41215,33.247584,5.42,1.011,K0IIICN...,89.3655
61317,109358,Chara,8Bet CVn,Bet,8,CVn,188.43616500000002,41.35748,4.24,0.588,G0V,8.4395
61318,109309,"",21    Vir,"",21,Vir,188.44479,-9.452077,5.48,-0.035,A0V,79.2393
61320,109345,"","","","",CVn,188.44754999999998,33.384668,6.24,1.051,K0III,127.2265
61328,109312,"","","","",Cen,188.496495,-49.90981,6.38,0.428,F5IV-V,65.1466
61359,109379,Kraz,9Bet Crv,Bet,9,Crv,188.596815,-23.396759,2.65,0.893,G5II,44.6628
61379,109409,"","","","",Cen,188.67672,-44.673018,5.76,0.683,G4IV,28.3206
61384,109551,"",6    Dra,"",6,Dra,188.68353,70.02177,4.95,1.312,K2III,184.5018
61394,109485,"",23    Com,"",23,Com,188.712855,22.629259,4.8,0.012,A0IV,95.057
61404,109372,"","","","",Mus,188.72691,-67.756894,6.11,1.514,M6II/III,336.7003
61418,109511,"",24    Com,"",24,Com,188.78233500000002,18.377058,5.03,1.152,K2III,138.1215
61420,109519,"","","","",Com,188.78403,21.881384,5.86,1.242,K1III,195.6947
61443,109492,"","","","",Cru,188.873445,-61.841576,6.22,0.731,G4IV,47.1698
61468,109536,"","","","",Cen,188.93980499999998,-41.021945,5.12,0.224,A7III,35.524
61496,109585,"","","","",Crv,188.994975,-20.527476,6.2,0.34,F0V,66.8003
61498,109573,"","","","",Cen,189.004335,-39.869505,5.78,0.003,A0V,72.7802
61557,109675,"","","","",Cen,189.19424999999998,-50.335394,6.4,0.026,A0V,102.0408
61558,109704,"",25    Vir,"",25,Vir,189.19731,-5.831898,5.88,0.072,A3V,69.0131
61571,109742,"",25    Com,"",25,Com,189.24305999999999,17.089536,5.7,1.436,K5III,194.5525
61585,109668,"",Alp Mus,Alp,"",Mus,189.29608499999998,-69.135564,2.69,-0.176,B2IV-V,96.7118
61621,109799,"","","","",Hya,189.426135,-27.138888,5.41,0.334,F0V,34.3289
61622,109787,"",Tau Cen,Tau,"",Cen,189.42591,-48.541304,3.85,0.049,A2V,40.2414
61637,109860,"","","","",Vir,189.5184,3.282444,6.33,0.0,A1V,170.9402
61658,109896,"","","","",Vir,189.593355,1.854662,5.68,1.592,M3III,151.0574
61688,109931,"","","","",Crv,189.68589,-18.2501,6.0,0.31,F0V,67.2948
61692,109980,"",9    CVn,"",9,CVn,189.692835,40.874662,6.35,0.204,A7Vn,67.8426
61703,109867,"","","","",Mus,189.718185,-67.193048,6.22,0.007,B1Ia,100000.0
61719,109996,"","","","",Com,189.75909,22.659497,6.39,1.096,K1III,133.1558
61720,109960,"","","","",Hya,189.76443,-30.422387,5.86,1.207,K2/K3III,191.5709
61724,110024,"",26    Com,"",26,Com,189.780465,21.062559,5.49,0.978,G9III,83.8223
61738,109857,"","","","",Mus,189.810915,-75.370594,6.46,0.098,B8Vn,174.5201
61740,110014,"",26Chi Vir,Chi,26,Vir,189.81153,-7.995564,4.66,1.24,K2III,90.009
61748,110066,"","","","",CVn,189.820245,35.951959,6.39,0.095,A0p SrCrEu,134.5895
61789,110073,"","","","",Cen,189.96891,-39.987302,4.63,-0.082,B8II/III,111.8568
61796,110020,"","","","",Mus,189.982845,-66.511138,6.26,-0.05,B8V,114.2857
61910,110317,"","","","",Crv,190.316475,-13.013901,5.17,0.432,F3IV,78.9266
61916,110287,"","","","",Cen,190.345845,-46.145581,5.84,1.475,K3II,277.7778
61932,110304,"",Gam Cen,Gam,"",Cen,190.379565,-48.959888,2.2,-0.023,A1IV,39.9042
61936,110462,"",76    UMa,"",76,UMa,190.391385,62.713039,6.02,0.051,A2III,160.0
61937,110377,"",27    Vir,"",27,Vir,190.393305,10.42627,6.22,0.192,A7Vn,62.8931
61941,110379,Porrima,29Gam Vir,Gam,29,Vir,190.415175,-1.449375,2.74,0.368,F0V+...,11.685
61951,110385,"","","","",Crv,190.45584,-19.759092,6.02,0.397,F2V,62.0347
61960,110411,"",30Rho Vir,Rho,30,Vir,190.471065,10.235625,4.88,0.076,A0V,36.2713
61966,110335,"","","","",Cru,190.48576500000001,-59.685819,4.91,-0.044,B6IV,293.2551
61968,110423,"",31    Vir,"",31,Vir,190.487985,6.806617,5.57,0.002,A2V,71.5308
61981,110311,"","","","",Mus,190.52096999999998,-69.407554,6.31,0.75,F7Ib,625.0
62012,110458,"","","","",Cen,190.64787,-48.813109,4.66,1.075,K0III,58.4454
62026,110461,"","","","",Cru,190.707405,-55.947001,6.06,-0.023,B9V,108.4599
62027,110432,"","","","",Cru,190.709475,-63.058624,5.27,0.195,B2pe,373.1343
62046,110678,"","","","",UMa,190.76733,61.155421,6.39,1.268,K0,164.2036
62058,110506,"","","","",Cru,190.78831499999998,-56.176224,5.99,-0.074,B9Vn,117.096
62081,110575,"","","","",Cen,190.85941499999998,-40.177849,6.43,0.242,A7III,68.6342
62084,110532,"","","","",Cru,190.86816,-58.902742,6.41,1.092,K0/K1III,170.068
62103,110646,"","","","",Vir,190.90854,-1.576996,5.91,0.85,G8IIIp,66.9792
62128,110653,"","","","",Cen,190.99444499999998,-36.349153,6.38,-0.06,B8/B9V,242.7184
62131,110666,"","","","",Hya,191.00221499999998,-28.323957,5.46,1.346,K3III,126.4223
62170,111112,"","","","",Cam,191.107995,80.621024,6.33,0.16,A5m,143.6782
62172,110834,"","","","",CVn,191.112945,44.103004,6.34,0.469,F6IV,98.4252
62207,110897,"",10    CVn,"",10,CVn,191.24778,39.278916,5.95,0.557,G0V,17.3762
62212,110716,"","","","",Mus,191.25859499999999,-68.830751,6.16,0.688,F6Ia,628.9308
62223,110914,La Superba,"","","",CVn,191.28261,45.440256,5.42,2.994,C7Iab,320.5128
62267,110951,"",32    Vir,"",32,Vir,191.40441,7.673326,5.22,0.322,A8m,77.4593
62268,110829,"",Iot Cru,Iot,"",Cru,191.40825,-60.981318,4.69,1.049,K1III,36.8053
62322,110879,"",Bet Mus,Bet,"",Mus,191.57019,-68.108119,3.04,-0.178,B2V,104.712
62325,111028,"",33    Vir,"",33,Vir,191.59392,9.539684,5.65,0.989,K1III-IV,45.1467
62327,110956,"","","","",Cru,191.594715,-56.488815,4.62,-0.15,B3V,117.9245
62356,111067,"",27    Com,"",27,Com,191.661495,16.577691,5.12,1.346,K3III,104.1667
62360,111032,"","","","",Cen,191.69262,-33.315483,5.87,1.326,K3III,108.9325
62376,111133,"","","","",Vir,191.75961,5.950373,6.31,-0.013,A0spe...,265.9574
62394,111164,"",34    Vir,"",34,Vir,191.80684499999998,11.958088,6.11,0.122,A3V,83.2639
62402,111270,"","","","",UMa,191.82891,62.781155,5.88,0.215,A9V,60.2773
62421,111199,"","","","",Vir,191.88926999999998,-6.301752,6.27,0.538,F7V,70.028
62423,111335,Tianyi,7    Dra,"",7,Dra,191.89309500000002,66.790304,5.43,1.567,K5III,227.2727
62434,111123,Mimosa,Bet Cru,Bet,"",Cru,191.930385,-59.688764,1.25,-0.238,B0.5III,85.3971
62443,111239,"",35    Vir,"",35,Vir,191.96420999999998,3.572716,6.42,1.596,M4III,178.8909
62448,111226,"","","","",Hya,191.97353999999999,-24.851659,6.43,-0.058,B8V,226.7574
62478,111308,"",28    Com,"",28,Com,192.05973,13.553018,6.47,0.015,A1V,125.7862
62500,111295,"","","","",Hya,192.109455,-27.597384,5.65,0.947,G8III,98.2318
62512,111456,"","","","",UMa,192.16415999999998,60.319822,5.83,0.467,F5V,24.0442
62516,111421,"",11    CVn,"",11,CVn,192.174255,48.466838,6.25,0.195,A6m,137.5516
62523,111395,"","","","",Com,192.196125,24.840226,6.29,0.703,G7V,16.9319
62541,111397,"",29    Com,"",29,Com,192.225885,14.122584,5.71,0.024,A1V,122.399
62561,112014,"","","","",Cam,192.27825,83.417832,5.92,0.015,A0V,123.0012
62572,112028,"","","","",Cam,192.30744,83.412901,5.38,0.033,A1IIIsh,178.8909
62576,111469,"",30    Com,"",30,Com,192.32274,27.552379,5.76,0.051,A2V,92.9368
62600,111572,"","","","",CVn,192.40851,48.74003,6.5,1.135,K1III,166.6667
62608,111315,"","","","",Mus,192.43731000000002,-71.98626,5.55,1.154,G8Ib/II,143.2665
62641,111604,"","","","",CVn,192.544815,37.516937,5.87,0.17,A3V,109.7695
62653,111591,"","","","",Com,192.57204000000002,22.863408,6.43,1.002,K0III,108.4599
62655,111519,"","","","",Cen,192.58124999999998,-48.459543,6.26,0.046,A0V,187.6173
62683,111597,"","","","",Cen,192.671535,-33.999302,4.9,-0.031,B9V,122.6994
62703,111588,"","","","",Cen,192.741195,-52.787424,5.7,0.127,A5V,101.833
62732,111613,"","","","",Cru,192.82491,-60.329789,5.71,0.344,A2Iab,100000.0
62743,111720,"","","","",Vir,192.845535,-10.338219,6.48,1.03,G8III,156.0062
62757,111765,"",37    Vir,"",37,Vir,192.903705,3.056788,6.02,1.288,K4III:,183.4862
62763,111812,"",31    Com,"",31,Com,192.92467499999998,27.540712,4.93,0.681,G0III,89.1266
62786,111774,"","","","",Cen,192.987225,-39.680431,5.99,-0.098,B7/B8V,142.8571
62788,111786,"","","","",Hya,192.99126,-26.738275,6.14,0.232,A0III,66.9792
62799,111775,"","","","",Cen,193.022685,-48.094286,6.31,0.04,A0IV,160.5136
62807,111862,"",32    Com,"",32,Com,193.051065,17.073943,6.32,1.622,M0III,598.8024
62821,111790,"","","","",Cen,193.102485,-53.829931,6.26,1.106,G8Ib/II,549.4505
62825,111893,"","","","",Com,193.114575,16.122495,6.29,0.173,A7V,110.6195
62861,111884,"","","","",Cen,193.26753,-54.952473,5.91,1.309,K3III,126.7427
62867,111915,"","","","",Cen,193.27887,-48.943315,4.33,1.344,K3/K4III,90.2527
62875,111998,"",38    Vir,"",38,Vir,193.296495,-3.553098,6.11,0.493,F5V,32.7332
62886,112033,"",35    Com,"",35,Com,193.323945,21.244943,4.89,0.904,G8III,86.8056
62894,111904,"","","","",Cru,193.34124,-60.328489,5.75,0.295,B9Ia,100000.0
62896,111968,"","","","",Cen,193.359105,-40.178872,4.25,0.224,A4IV,45.5581
62904,112060,"","","","",Com,193.38380999999998,19.481061,6.42,0.805,G5IV,44.8029
62915,112048,"","","","",Vir,193.40884499999999,-4.224662,6.45,1.094,K0,98.912
62931,111973,"",Kap Cru,Kap,"",Cru,193.453845,-60.376244,5.89,0.2,B5Ia,100000.0
62933,112097,"",41    Vir,"",41,Vir,193.45713,12.418416,6.25,0.282,A7III,60.9013
62956,112185,Alioth,77Eps UMa,Eps,77,UMa,193.50708,55.959821,1.76,-0.022,A0p,25.31
62972,112171,"","","","",CVn,193.55457,33.53448,6.25,0.207,A7IV,77.3994
62983,112131,"","","","",Vir,193.57776,-11.64857,6.0,0.068,A2V,68.4932
62985,112142,"",40Psi Vir,Psi,40,Vir,193.588185,-9.538994,4.77,1.59,M3IIIvar,166.9449
63003,112092,"",Mu 1Cru,Mu-1,"",Cru,193.6485,-57.177924,4.03,-0.18,B2IV-V,127.0648
63005,112091,"",Mu 2Cru,Mu-2,"",Cru,193.65376500000002,-57.16867,5.08,-0.089,B5Vne,124.8439
63007,112078,"",Lam Cru,Lam,"",Cru,193.663335,-59.146701,4.62,-0.153,B4Vn,117.6471
63024,112264,"","","","",CVn,193.73552999999998,47.196722,5.75,1.451,M5III,213.2196
63031,111482,"",Iot Oct,Iot,"",Oct,193.743285,-85.123369,5.45,0.991,K0III,107.8749
63033,112164,"","","","",Cen,193.744035,-44.151968,5.89,0.633,G2IV,40.0962
63066,112213,"","","","",Cen,193.831005,-42.915732,5.46,1.668,M0III,202.8398
63076,112429,Taiyi,8    Dra,"",8,Dra,193.86897,65.438474,5.23,0.303,A5n,29.2912
63090,112300,Minelauva,43Del Vir,Del,43,Vir,193.90087499999998,3.39747,3.39,1.571,M3III,60.8273
63109,112304,"","","","",Crv,193.971855,-15.327025,6.18,-0.001,A0V,196.0784
63117,112244,"","","","",Cru,193.98807,-56.835806,5.34,0.01,O9Ib,100000.0
63121,112412,Cor Caroli B,12Alp1CVn,Alp-1,12,CVn,194.00202,38.314912,5.61,0.337,F0V,36.9004
63125,112413,Cor Caroli,12Alp2CVn,Alp-2,12,CVn,194.007105,38.31838,2.89,-0.115,A0spe...,35.1989
63143,112486,"","","","",UMa,194.073315,54.099489,5.84,0.204,A5m,86.6551
63165,112219,"","","","",Mus,194.13213000000002,-72.185212,5.93,1.115,G8III,176.3668
63204,112381,"","","","",Cen,194.24265,-54.587348,6.48,-0.042,A0p,118.4834
63210,112409,"","","","",Cen,194.26818,-51.198752,5.17,-0.066,B8V,112.9944
63211,112570,"","","","",CVn,194.28249,46.176789,6.11,1.012,K0III-IV,104.3841
63220,112495,"","","","",Vir,194.3028,-12.066947,6.33,1.491,K5,243.9024
63243,112519,"","","","",Hya,194.388045,-22.753499,6.31,1.069,K0III,118.9061
63297,112826,"","","","",Dra,194.578605,64.925533,6.44,1.15,K0,333.3333
63340,113049,"","","","",Dra,194.697135,75.472508,6.0,1.03,K0III,166.113
63355,112769,"",36    Com,"",36,Com,194.73102,17.409446,4.76,1.568,M0III,99.4036
63414,112846,"",44    Vir,"",44,Vir,194.91465,-3.811926,5.79,0.203,A3V,77.9423
63432,113092,"",9    Dra,"",9,Dra,194.97997500000002,66.597272,5.37,1.282,K2III,191.5709
63462,112989,"",37    Com,"",37,Com,195.06864000000002,30.785021,4.88,1.165,K1IIIp,202.4291
63490,112935,"","","","",Cen,195.13611,-33.505267,6.01,0.386,F3V,41.5282
63494,112992,"",46    Vir,"",46,Vir,195.149775,-3.368488,5.99,1.119,K2III,100.3009
63497,113022,"","","","",Com,195.161325,18.373009,6.2,0.466,F6Vs,39.2927
63503,113139,"",78    UMa,"",78,UMa,195.181875,56.366338,4.93,0.368,F2V,25.4453
63533,113095,"",38    Com,"",38,Com,195.290055,17.123147,5.97,0.971,K0III,124.6883
63584,113337,"","","","",Dra,195.446055,63.610225,6.01,0.427,F6V,36.8868
63608,113226,Vindemiatrix,47Eps Vir,Eps,47,Vir,195.54416999999998,10.95915,2.85,0.934,G8IIIvar,33.6022
63613,112985,"",Del Mus,Del,"",Mus,195.566385,-71.548855,3.61,1.19,K2III,27.8707
63647,113436,"","","","",UMa,195.66849,59.716306,6.5,0.055,A3Vn,193.0502
63688,113120,"","","","",Mus,195.772305,-71.475729,5.93,0.002,B1.5IIIne,306.7485
63724,113314,"",Xi 1Cen,Xi-1,"",Cen,195.88884,-49.527264,4.83,0.029,A0V,67.6133
63738,113415,"","","","",Vir,195.94212000000002,-20.583497,5.58,0.554,F7V,28.2087
63820,113523,"","","","",Cen,196.20099000000002,-41.196322,6.24,1.649,M3/M4III,364.9635
63822,113889,"","","","",UMi,196.20738,73.024976,6.43,0.218,F0V,120.1923
63849,113537,"","","","",Cen,196.27779,-47.11691,6.44,0.414,F5III,101.0101
63883,113602,"","","","",Cen,196.37832,-52.11566,6.43,1.69,M1III,310.559
63901,113797,"",14    CVn,"",14,CVn,196.43517,35.798899,5.2,-0.059,B9V,104.3841
63916,113847,"","","","",CVn,196.46779500000002,45.26855,5.64,1.135,K1III,132.626
63945,113703,"","","","",Cen,196.56963,-48.463289,4.71,-0.148,B5V,119.6172
63948,113848,"",39    Com,"",39,Com,196.588515,21.153397,6.0,0.393,F4V,49.6771
63950,113866,"",40    Com,"",40,Com,196.59417,22.616187,5.53,1.461,M5III,225.7336
63952,113994,"","","","",UMa,196.595295,62.041868,6.15,0.997,G7III,116.2791
63972,113778,"","","","",Cen,196.646145,-41.588443,5.59,1.05,K0II/III,105.5966
64003,113852,"","","","",Cen,196.726035,-35.862033,5.63,0.05,A0V,76.8049
64004,113791,"",Xi 2Cen,Xi-2,"",Cen,196.7277,-49.906246,4.27,-0.182,B1.5V,143.2665
64022,113996,"",41    Com,"",41,Com,196.79469,27.624741,4.8,1.482,K5III,101.626
64033,113823,"","","","",Cen,196.85127,-59.86051,5.98,0.435,B9IV+...,170.068
